"App DisplayName","App ID","Total SignIn Events"
"Azure DNS Managed Resolver","b4ca0290-4e73-4e31-ade0-c82ecfaabf6a","0"
"Power Platform Dataflows Common Data Service Client","99335b6b-7d9d-4216-8dee-883b26e0ccf7","0"
"Azure Credential Configuration Endpoint Service","ea890292-c8c8-4433-b5ea-b09d0668e1a6","0"
"Microsoft Teams UIS","1996141e-2b07-4491-927a-5a024b335c78","0"
"Azure AD Notification","fc03f97a-9db0-4627-a216-ec98ce54e018","0"
"Microsoft Teams ADL","30e31aeb-977f-4f4f-a483-b61e8377b302","0"
"StreamToSubstrateRepl","607e1f95-b519-4bac-8a15-6196f40e8977","0"
"Compute Usage Provider","a303894e-f1d8-4a37-bf10-67aa654a0596","0"
"Power Query Online","f3b07414-6bf4-46e6-b63f-56941f3f4128","0"
"Microsoft Intune AndroidSync","d8877f27-09c0-43aa-8113-40151dae8b14","0"
"Microsoft Teams Mailhook","51133ff5-8e0d-4078-bcca-84fb7f905b64","0"
"M365 Pillar Diagnostics Service","58ea322b-940c-4d98-affb-345ec4cccb92","0"
"IAM Supportability","a57aca87-cbc0-4f3c-8b9e-dc095fdc8978","0"
"Microsoft Teams Intelligent Workspaces Interactions Service","0eb4bf93-cb63-4fe1-9d7d-70632ccf3082","0"
"KaizalaActionsPlatform","9bb724a5-4639-438c-969b-e184b2b1e264","0"
"Microsoft Exact Data Match Service","273404b8-7ebc-4360-9f90-b40417f77b53","0"
"Skype Teams Firehose","cdccd920-384b-4a25-897d-75161a4b74c1","0"
"MS Teams Griffin Assistant","c9224372-5534-42cb-a48b-8db4f4a3892e","0"
"ChatMigrationService1P","3af5adde-460d-4bc1-ada0-fc648af8fefb","0"
"Conferencing Virtual Assistant","9e133cac-5238-4d1e-aaa0-d8ff4ca23f4e","0"
"O365 Secure Score","8b3391f4-af01-4ee8-b4ea-9871b2499735","0"
"Microsoft Approval Management","65d91a3d-ab74-42e6-8a2f-0add61688c74","0"
"Microsoft Teams Wiki Images Migration","823dfde0-1b9a-415a-a35a-1ad34e16dd44","0"
"MicrosoftTeamsCortanaSkills","2bb78a2a-f8f1-4bc3-8ecf-c1e15a0726e6","0"
"Microsoft Teams Chat Aggregator","b1379a75-ce5e-4fa3-80c6-89bb39bf646c","0"
"Azure Notification Service","b503eb83-1222-4dcc-b116-b98ed5216e05","0"
"Microsoft Teams AadSync","62b732f7-fc71-40bc-b27d-35efcb0509de","0"
"Branch Connect Web Service","57084ef3-d413-4087-a28f-f6f3b1ad7786","0"
"SubstrateActionsService","06dd8193-75af-46d0-84bb-9b9bcaa89e8b","0"
"IC3 Gateway","39aaf054-81a5-48c7-a4f8-0293012095b9","0"
"App Studio for Microsoft Teams","e1979c22-8b73-4aed-a4da-572cc4d0b832","0"
"OCaaS Worker Services","167e2ded-f32d-49f5-8a10-308b921bc7ee","0"
"Azure Portal","c44b4083-3bb0-49c1-b47d-974e53cbdf3c","56"
"Microsoft Dynamics CRM Learning Path","2db8cb1d-fb6c-450b-ab09-49b6ae35186b","0"
"Media Analysis and Transformation Service","0cd196ee-71bf-4fd6-a57c-b491ffd4fb1e","0"
"MileIQ Admin Center","de096ee1-dae7-4ee1-8dd5-d88ccc473815","0"
"Azure Media Service","803ee9ca-3f7f-4824-bd6e-0b99d720c35c","0"
"SalesInsightsWebApp","b20d0d3a-dc90-485b-ad11-6031e769e221","0"
"Data Export Service for Microsoft Dynamics 365","b861dbcc-a7ef-4219-a005-0e4de4ea7dcf","0"
"Microsoft Cloud App Security","05a65629-4c1b-48c1-a78b-804c4abdd4af","0"
"Cortana Experience with O365","0a0a29f9-0a25-49c7-94bf-c53c3f8fa69d","0"
"O365 UAP Processor","df09ff61-2178-45d8-888c-4210c1c7b0b2","0"
"Configuration Manager Microservice","557c67cf-c916-4293-8373-d584996f60ae","0"
"Power Query Online GCC-L2","939fe80f-2eef-464f-b0cf-705d254a2cf2","0"
"Azure Monitor Restricted","035f9e1d-4f00-4419-bf50-bf2d87eb4878","0"
"IC3 Gateway TestClone","55bdc56c-2b15-4538-aa37-d0c008c8c430","0"
"Office Shredding Service","b97b6bd4-a49f-4a0c-af18-af507d1da76c","0"
"Microsoft Teams","1fec8e78-bce4-4aaf-ab1b-5451cc387264","0"
"Storage Resource Provider","a6aa9161-5291-40bb-8c5c-923b567bee3b","0"
"Skype Team Substrate connector","1c0ae35a-e2ec-4592-8e08-c40884656fa5","0"
"OAuth 2.0 Auth Code Grant - Demo","e2a55bd5-ae5c-41c0-8243-de710e5bf8a2","27"
"Signup","b4bddae8-ab25-483e-8670-df09b9f1d0ea",
"Microsoft Substrate Management","98db8bd6-0cc0-4e67-9de5-f187f1cd1b41","0"
"Dynamic Alerts","707be275-6b9d-4ee7-88f9-c0c2bd646e0f","0"
"AnAuthLab-DeviceCodeFlow","7a93fcff-5b7c-4a30-96d9-da538dafff11","9"
"Microsoft Teams - Teams And Channels Service","b55b276d-2b09-4ad2-8de5-f09cf24ffba9","0"
"SharePoint Notification Service","88884730-8181-4d82-9ce2-7d5a7cc7b81e","0"
"Windows Azure Security Resource Provider","8edd93e1-2103-40b4-bd70-6e34e586362d","0"
"WindowsUpdate-Service","6f0478d5-61a3-4897-a2f2-de09a5a90c7f","0"
"AzureDnsFrontendApp","a0be0c72-870e-46f0-9c49-c98333a996f7","0"
"Microsoft Exchange Online Protection","00000007-0000-0ff1-ce00-000000000000","0"
"Microsoft Office Licensing Service","8d3a7d3c-c034-4f19-a2ef-8412952a9671","0"
"Azure Regional Service Manager","5e5e43d4-54da-4211-86a4-c6e7f3715801","0"
"Microsoft Kaizala","dc3294af-4679-418f-a30c-76948e23fe1c","0"
"MaintenanceResourceProvider","f18474f2-a66a-4bb0-a3c9-9b8d892092fa","0"
"Substrate Instant Revocation Pipeline","eace8149-b661-472f-b40d-939f89085bd4","0"
"Teams Application Gateway","8a753eec-59bc-4c6a-be91-6bf7bfe0bcdf","0"
